Id,Site,Plot,Class,Order,Family,Genera,Species,Tree,Strata,Leaf,SPAD.average,Fresh.weight,Area,Dry.weight,LMA,LDMC,THICKNESS,LNC,LCC,N.C
57,MET,METSUR,Dicots,Malvales,Tiliaceae,Luehea,Luehea seemannii,J (410),1,3,56.775,2.607,0.0126685,1.117,88.17144887,0.428461834,205.7860047,1.866,47.549,0.039243728
58,MET,METSUR,Dicots,Malvales,Tiliaceae,Luehea,Luehea seemannii,J (410),0,6,56.95,0.785,0.00507725,0.295,58.10231917,0.375796178,154.6112561,1.98,47.145,0.041998091
59,MET,METSUR,Dicots,Malvales,Tiliaceae,Luehea,Luehea seemannii,J (410),0,7,56.375,1.83,0.01265375,0.68,53.73901017,0.371584699,144.6211597,2.351,47.445,0.049552113
60,MET,METSUR,Dicots,Malvales,Tiliaceae,Luehea,Luehea seemannii,J (410),0,8,51.125,1.257,0.0081235,0.448,55.14864283,0.356404137,154.736259,2.22,47.763,0.046479492
61,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,K (412),0,1,41.825,0.187,0.001538667,0.061,39.64471404,0.326203209,121.5337955,3.347,50.431,0.066367909
62,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,K (412),0,2,42.05,0.193,0.001587667,0.068,42.83014907,0.352331606,121.5620407,3.396,51.196,0.066333307
63,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,K (412),0,3,41.025,0.226,0.001773667,0.082,46.23191129,0.362831858,127.419658,3.307,51.37,0.064376095
64,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,K (412),0,6,40.675,0.268,0.001806,0.09,49.83388704,0.335820896,148.3942414,3.154,51.19,0.061613596
65,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,K (412),0,7,36.825,0.213,0.002307,0.059,25.57433897,0.276995305,92.32769831,3.402,52.549,0.064739576
66,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,K (412),0,8,39.925,0.139,0.002807667,NA,NA,NA,49.50730144,3.222,52.12,0.06181888
67,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,L (411),0,1,41.325,0.186,0.001560333,0.059,37.81243324,0.317204301,119.205298,3.281,52.21,0.062842367
68,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,L (411),0,2,38.2,0.141,0.001212,0.047,38.77887789,0.333333333,116.3366337,3.472,52.619,0.06598377
69,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,L (411),0,3,40.4,0.423,0.003346333,0.139,41.53800179,0.328605201,126.4070127,3.213,52.803,0.060848815
70,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,L (411),0,6,38.75,0.35,0.003071,0.112,36.47020514,0.32,113.9693911,3.38,52.004,0.064995
71,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,L (411),0,7,39.55,0.289,0.002595,0.097,37.37957611,0.335640138,111.3680154,3.423,52.197,0.065578482
72,MET,METSUR,Dicots,Fabales,Fabaceae-papilionoideae,Andira,Andira inermis,L (411),0,8,40.8,0.313,0.002692333,0.106,39.37105361,0.338658147,116.2560357,3.409,51.796,0.065815893
73,MET,METSUR,Dicots,Gentianales,Rubiaceae,Pittoniotis,Pittoniotis trichantha,M (413),1,1,37.275,3.867,0.014489,1.251,86.34136241,0.323506594,266.8921251,1.8,51.464,0.034975905
74,MET,METSUR,Dicots,Gentianales,Rubiaceae,Pittoniotis,Pittoniotis trichantha,M (413),1,2,33.375,2.626,0.010389,0.881,84.80123207,0.335491241,252.7673501,1.754,51.633,0.033970523
75,MET,METSUR,Dicots,Gentianales,Rubiaceae,Pittoniotis,Pittoniotis trichantha,M (413),1,3,40.8,4.271,0.01498825,1.342,89.53680383,0.314212128,284.9565493,1.753,51.04,0.034345611
76,MET,METSUR,Dicots,Gentianales,Rubiaceae,Pittoniotis,Pittoniotis trichantha,M (413),0,6,39,2.844,0.01329625,0.667,50.16452007,0.234528833,213.8948952,2.022,48.566,0.041634065
77,MET,METSUR,Dicots,Gentianales,Rubiaceae,Pittoniotis,Pittoniotis trichantha,M (413),0,7,36.5,2.436,0.010449,0.517,49.47841899,0.212233169,233.1323572,1.78,48.756,0.036508327
